project_id,state,constituency_type,project_category,estimated_cost,sanctioned_amount,expected_duration_days,elapsed_days,progress_pct,contractor_id,contractor_past_delays,monsoon_overlap_days,material_inflation_index,labor_shortage_index,terrain_difficulty,sanction_year,actual_final_cost,actual_delay_days
MPLADS-1129,Dadra and Nagar Haveli and Daman and Diu,RAJYA_SABHA,Electrification,8441477.31,8024919.66,103,100,100.0,CTR-123,10,0,1.1394,0.7064,PLAIN,2024,10602496.44,45.95
MPLADS-1130,Madhya Pradesh,RAJYA_SABHA,Education,8546888.96,7999990.23,136,20,33.59,CTR-011,8,24,1.0388,0.4905,COASTAL,2023,10408631.96,83.08
MPLADS-1131,Mizoram,LOK_SABHA,Electrification,38657727.75,39245494.45,298,182,71.42,CTR-124,7,49,1.1827,1.0,HILLY,2025,61887440.47,108.11
MPLADS-1132,Jharkhand,RAJYA_SABHA,Sports Infrastructure,20261249.0,17034673.62,239,353,77.65,CTR-094,6,30,1.1793,0.5721,DESERT,2024,24348897.44,82.27
MPLADS-1133,Punjab,LOK_SABHA,Bridges,3439835.22,3091391.58,314,61,25.49,CTR-189,3,41,1.2098,0.9601,HILLY,2024,4966718.75,61.27
MPLADS-1134,Ladakh,LOK_SABHA,Roads,16829046.21,14053918.83,307,436,100.0,CTR-157,2,13,0.9892,0.9268,HILLY,2025,17035351.31,59.21
MPLADS-1135,Odisha,RAJYA_SABHA,Electrification,26333155.57,23376740.61,145,157,100.0,CTR-059,11,16,1.2431,0.5915,COASTAL,2025,36779771.95,78.49
MPLADS-1136,Tamil Nadu,LOK_SABHA,Sports Infrastructure,20692008.46,21094649.1,349,407,100.0,CTR-168,2,45,1.1057,0.4107,PLAIN,2025,25696323.05,37.25
MPLADS-1137,West Bengal,LOK_SABHA,Bridges,25786340.8,24800988.3,171,236,94.69,CTR-076,7,73,1.0822,1.0,HILLY,2025,35338016.05,114.4
MPLADS-1138,Delhi,LOK_SABHA,Drinking Water,16475117.3,13481549.77,442,207,60.48,CTR-134,8,37,1.1625,0.8472,PLAIN,2024,18013117.5,92.97
MPLADS-1139,Andhra Pradesh,LOK_SABHA,Sports Infrastructure,41548705.58,36360101.6,197,263,100.0,CTR-134,8,65,0.9656,0.2356,PLAIN,2024,37416468.08,64.22
MPLADS-1140,Puducherry,LOK_SABHA,Other Public Assets,41291154.08,40500396.49,451,607,100.0,CTR-040,10,49,1.3182,0.9792,HILLY,2023,70696697.11,121.72
MPLADS-1141,Lakshadweep,LOK_SABHA,Sports Infrastructure,43596709.37,44389106.93,400,221,60.96,CTR-100,2,45,1.1569,0.54,COASTAL,2024,63003477.33,74.81
MPLADS-1142,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Community Halls,41724650.11,35839258.59,135,112,91.88,CTR-107,12,24,1.0196,0.0436,COASTAL,2025,41986771.96,51.77
MPLADS-1143,Manipur,LOK_SABHA,Healthcare,12945665.96,11879884.8,223,324,100.0,CTR-108,10,21,1.0129,0.9738,HILLY,2024,15648984.79,126.64
MPLADS-1144,Bihar,LOK_SABHA,Education,16057112.49,15156094.07,198,37,10.66,CTR-016,12,48,1.1105,0.3906,COASTAL,2024,19861093.33,72.95
MPLADS-1145,Manipur,LOK_SABHA,Sports Infrastructure,41384751.21,33702753.82,305,351,100.0,CTR-143,4,36,0.9552,1.0,HILLY,2024,41287380.27,86.79
MPLADS-1146,Arunachal Pradesh,LOK_SABHA,Sanitation,31812364.28,30081034.63,305,234,76.77,CTR-089,12,55,1.2816,1.0,HILLY,2023,53410819.53,102.09
MPLADS-1147,Mizoram,LOK_SABHA,Drinking Water,17622684.23,15491401.01,537,565,94.84,CTR-013,11,45,1.222,0.5218,HILLY,2025,24797050.53,106.13
MPLADS-1148,Mizoram,LOK_SABHA,Education,19376710.79,17393430.38,387,202,46.44,CTR-097,3,51,1.1053,0.8166,HILLY,2024,25124387.45,107.63
MPLADS-1149,Goa,LOK_SABHA,Sanitation,36571934.17,30183946.51,364,4,8.3,CTR-143,4,80,1.1277,0.1008,COASTAL,2023,40302302.93,59.77
MPLADS-1150,Assam,LOK_SABHA,Roads,16824528.69,14606476.6,195,287,91.61,CTR-078,3,64,1.1995,0.6031,PLAIN,2024,19464429.55,55.54
MPLADS-1151,Dadra and Nagar Haveli and Daman and Diu,RAJYA_SABHA,Drinking Water,16415603.04,17165232.61,497,212,20.92,CTR-093,13,53,1.1844,0.25,PLAIN,2025,23548604.33,125.61
MPLADS-1152,Bihar,LOK_SABHA,Education,44164968.02,46063290.21,454,192,54.37,CTR-113,8,67,1.3084,0.3022,COASTAL,2023,75434291.0,77.77
MPLADS-1153,Arunachal Pradesh,RAJYA_SABHA,Drinking Water,787665.57,705925.51,400,567,100.0,CTR-043,11,51,1.2342,0.6565,HILLY,2024,1182106.8,74.82
MPLADS-1154,Uttar Pradesh,LOK_SABHA,Community Halls,26199850.63,27377769.26,313,208,46.12,CTR-074,2,48,1.1264,0.7574,PLAIN,2023,34828763.62,53.37
MPLADS-1155,Meghalaya,LOK_SABHA,Other Public Assets,42937661.24,41778644.03,183,38,30.08,CTR-059,11,43,1.304,0.3419,HILLY,2025,73260766.47,109.75
MPLADS-1156,Mizoram,LOK_SABHA,Healthcare,5373192.48,5467193.07,264,7,2.33,CTR-085,10,49,1.2556,0.8708,HILLY,2024,9207898.48,110.18
MPLADS-1157,Assam,LOK_SABHA,Roads,598089.48,563017.9,436,129,14.97,CTR-181,15,88,1.164,0.8166,PLAIN,2024,813913.85,134.99
MPLADS-1158,Karnataka,LOK_SABHA,Sports Infrastructure,6996697.91,6325441.88,186,79,28.83,CTR-189,3,0,1.3215,0.2221,PLAIN,2024,9563953.53,28.42
MPLADS-1159,Delhi,RAJYA_SABHA,Community Halls,14204155.94,13179222.31,327,204,57.36,CTR-057,8,35,1.237,0.9934,PLAIN,2023,19774109.4,84.4
MPLADS-1160,Andhra Pradesh,LOK_SABHA,Electrification,1608195.84,1487383.91,362,218,61.5,CTR-121,7,59,1.2943,0.8219,DESERT,2025,2511503.1,102.48
MPLADS-1161,Maharashtra,RAJYA_SABHA,Other Public Assets,2205300.57,2061230.86,93,92,90.63,CTR-105,12,36,0.986,0.7028,COASTAL,2024,2481355.46,104.17
MPLADS-1162,Haryana,RAJYA_SABHA,Education,19170292.31,18496218.51,409,135,8.54,CTR-013,11,41,1.1712,0.1386,PLAIN,2024,24595641.35,104.26
MPLADS-1163,Andaman and Nicobar Islands,LOK_SABHA,Healthcare,6460705.44,6432758.84,411,129,23.51,CTR-112,12,51,1.3229,0.2827,COASTAL,2024,10828293.17,101.44
MPLADS-1164,Goa,LOK_SABHA,Other Public Assets,10466568.59,9937706.76,531,50,7.3,CTR-182,2,83,1.112,0.6923,COASTAL,2025,13152403.13,81.1
MPLADS-1165,Madhya Pradesh,LOK_SABHA,Drinking Water,16945706.26,13906146.58,289,139,63.61,CTR-192,10,55,1.2955,0.5575,PLAIN,2025,21357595.81,93.09
MPLADS-1166,Rajasthan,LOK_SABHA,Education,14062452.86,12688468.36,314,434,85.42,CTR-056,0,29,1.0085,0.8404,DESERT,2024,14954325.77,58.73
MPLADS-1167,Haryana,RAJYA_SABHA,Community Halls,7642702.51,6242889.56,249,305,98.63,CTR-106,12,27,1.1689,0.5599,PLAIN,2025,8629583.76,69.23
MPLADS-1168,Jharkhand,LOK_SABHA,Healthcare,4453054.65,4633447.27,114,22,29.99,CTR-044,5,0,1.0958,0.7152,HILLY,2024,6437849.89,51.99
MPLADS-1169,Sikkim,LOK_SABHA,Drinking Water,29800607.37,28545521.67,173,114,93.55,CTR-187,2,11,1.1202,0.2417,PLAIN,2025,35186799.48,14.84
MPLADS-1170,Andaman and Nicobar Islands,RAJYA_SABHA,Roads,44533851.96,36843074.53,284,255,80.3,CTR-186,7,45,1.0744,0.4341,COASTAL,2024,46876061.92,65.73
MPLADS-1171,Nagaland,LOK_SABHA,Roads,49188273.78,48123543.71,428,465,90.34,CTR-081,15,52,1.0327,0.6284,HILLY,2024,66906025.89,142.33
MPLADS-1172,Jharkhand,LOK_SABHA,Sanitation,22915889.33,21835308.8,517,277,67.67,CTR-125,13,62,1.1918,0.5095,PLAIN,2025,31258078.6,88.7
MPLADS-1173,Chhattisgarh,RAJYA_SABHA,Education,38057189.48,38397458.42,539,305,40.59,CTR-053,5,60,1.3471,0.4762,DESERT,2023,64786228.0,78.73
MPLADS-1174,Karnataka,LOK_SABHA,Drinking Water,45176767.79,45645683.84,273,182,82.97,CTR-015,11,58,1.1444,0.8926,HILLY,2025,69772321.3,127.71
MPLADS-1175,Puducherry,LOK_SABHA,Education,37579928.44,30306549.8,168,154,83.83,CTR-068,5,26,1.1683,0.3122,PLAIN,2023,40204377.05,30.57
MPLADS-1176,Odisha,RAJYA_SABHA,Sports Infrastructure,24456973.43,23030638.2,181,172,100.0,CTR-096,4,18,1.1919,0.761,HILLY,2025,34855650.5,58.69
MPLADS-1177,Uttar Pradesh,LOK_SABHA,Education,39213157.41,34654566.86,441,538,94.39,CTR-033,1,65,1.1725,0.9283,PLAIN,2025,46874090.13,60.64
MPLADS-1178,Kerala,LOK_SABHA,Community Halls,15499122.24,12928881.67,295,369,96.14,CTR-195,15,47,1.3381,0.1912,PLAIN,2024,20985539.08,108.91
MPLADS-1179,West Bengal,LOK_SABHA,Other Public Assets,18382835.31,16582318.74,99,51,76.74,CTR-129,9,69,1.1514,0.7092,HILLY,2024,25165689.23,134.49
MPLADS-1180,Manipur,RAJYA_SABHA,Healthcare,3562143.02,3716889.19,177,18,23.67,CTR-187,2,48,1.3429,0.2427,PLAIN,2025,5991139.92,43.89
MPLADS-1181,Punjab,LOK_SABHA,Education,28171255.13,23961451.47,352,3,29.47,CTR-125,13,42,1.2071,0.8884,HILLY,2025,38419947.97,131.3
MPLADS-1182,Arunachal Pradesh,LOK_SABHA,Roads,38513041.29,32638891.72,358,76,16.03,CTR-055,7,50,1.3055,0.5994,HILLY,2024,56697265.54,98.24
MPLADS-1183,Haryana,LOK_SABHA,Bridges,33726333.09,27431601.75,94,48,47.08,CTR-154,4,0,0.9969,0.0772,PLAIN,2024,28283381.8,17.28
MPLADS-1184,Goa,LOK_SABHA,Roads,14646471.72,12471888.61,125,29,52.19,CTR-050,12,42,1.302,0.0414,COASTAL,2025,19555751.58,60.52
MPLADS-1185,Puducherry,RAJYA_SABHA,Bridges,20756152.42,20219763.11,365,173,38.98,CTR-066,5,49,1.2876,0.3037,COASTAL,2023,31874392.84,70.23
MPLADS-1186,Bihar,LOK_SABHA,Education,8211942.89,8526219.68,482,523,100.0,CTR-183,7,67,1.0361,0.1497,PLAIN,2024,9447315.07,78.42
MPLADS-1187,Chandigarh,RAJYA_SABHA,Education,47407408.24,45631825.39,487,679,100.0,CTR-065,6,49,1.2182,0.8873,PLAIN,2023,62545984.26,73.53
MPLADS-1188,Odisha,RAJYA_SABHA,Roads,11390068.97,9787121.65,316,266,84.01,CTR-141,15,70,1.1725,0.2048,HILLY,2025,15217487.03,115.09
MPLADS-1189,Assam,LOK_SABHA,Community Halls,35501527.09,28620304.86,108,67,61.76,CTR-060,10,43,1.185,0.9232,PLAIN,2023,41166352.83,90.69
MPLADS-1190,Uttar Pradesh,LOK_SABHA,Drinking Water,28590664.13,24535556.94,350,282,100.0,CTR-181,15,58,1.2917,0.2077,PLAIN,2025,38137873.41,129.96
MPLADS-1191,West Bengal,LOK_SABHA,Healthcare,27987269.65,29152685.53,117,41,32.47,CTR-123,10,75,1.3449,0.4463,HILLY,2024,53687131.18,110.81
MPLADS-1192,Manipur,LOK_SABHA,Healthcare,27564368.88,22660672.61,315,104,19.64,CTR-200,15,39,1.0249,0.9434,HILLY,2023,31625530.27,106.19
MPLADS-1193,Maharashtra,RAJYA_SABHA,Education,36884260.17,38724796.87,134,82,62.56,CTR-199,5,45,0.9758,0.713,COASTAL,2024,44077208.84,71.76
MPLADS-1194,Himachal Pradesh,LOK_SABHA,Bridges,29506517.39,24198283.09,209,299,100.0,CTR-081,15,60,1.2902,0.7067,DESERT,2024,41886783.06,139.8
MPLADS-1195,Uttarakhand,LOK_SABHA,Electrification,20795225.85,19781164.73,448,376,100.0,CTR-018,2,67,1.2066,1.0,HILLY,2025,31520787.13,63.41
MPLADS-1196,Madhya Pradesh,LOK_SABHA,Other Public Assets,19254282.67,16006843.57,429,546,100.0,CTR-177,11,54,0.9821,0.5558,PLAIN,2023,16881142.91,75.16
MPLADS-1197,Madhya Pradesh,LOK_SABHA,Sanitation,49375429.92,45126180.2,225,180,80.56,CTR-129,9,46,0.9584,0.137,PLAIN,2023,43124250.88,31.94
MPLADS-1198,Himachal Pradesh,LOK_SABHA,Electrification,31763718.04,31700047.5,357,273,96.92,CTR-114,7,65,1.108,0.8993,HILLY,2025,47068558.79,114.73
MPLADS-1199,Tamil Nadu,LOK_SABHA,Drinking Water,3892118.09,3995756.81,375,276,59.65,CTR-023,2,44,1.1634,0.7197,PLAIN,2023,5522141.3,87.34
MPLADS-1200,Andhra Pradesh,LOK_SABHA,Electrification,42353687.2,42598528.77,456,440,76.8,CTR-171,1,59,0.9869,0.541,PLAIN,2025,43549200.27,85.72
MPLADS-1201,Lakshadweep,LOK_SABHA,Drinking Water,28377762.55,27984186.6,421,509,100.0,CTR-108,10,46,1.0768,0.8438,COASTAL,2024,36489272.19,85.98
MPLADS-1202,Chandigarh,RAJYA_SABHA,Healthcare,10088883.42,9129204.69,408,148,49.56,CTR-190,4,54,1.2609,0.3491,HILLY,2023,14725248.27,84.22
MPLADS-1203,Uttar Pradesh,LOK_SABHA,Electrification,38797736.4,39368851.55,163,30,29.22,CTR-017,8,0,1.3188,0.9561,DESERT,2025,70015447.01,78.95
MPLADS-1204,Assam,LOK_SABHA,Healthcare,11834480.31,10947123.81,91,63,55.01,CTR-024,14,21,1.147,0.641,DESERT,2024,15537805.06,105.63
MPLADS-1205,Sikkim,LOK_SABHA,Other Public Assets,7823074.28,8173722.33,486,604,100.0,CTR-123,10,48,1.1903,0.84,PLAIN,2025,11763382.2,84.41
MPLADS-1206,Tamil Nadu,LOK_SABHA,Sports Infrastructure,12002758.42,9860859.41,208,117,47.95,CTR-093,13,51,1.2394,0.7143,DESERT,2024,14895995.86,90.58
MPLADS-1207,Punjab,RAJYA_SABHA,Community Halls,33255718.88,32676242.68,525,389,69.14,CTR-003,10,40,1.0573,0.9872,HILLY,2025,46035613.83,97.64
MPLADS-1208,Tripura,RAJYA_SABHA,Education,32219085.24,27355120.4,373,206,50.49,CTR-120,1,45,1.1793,0.4493,PLAIN,2024,35338343.16,49.96
MPLADS-1209,Jammu and Kashmir,LOK_SABHA,Healthcare,43344116.25,38302290.86,419,198,43.07,CTR-088,4,39,1.2396,0.7501,HILLY,2024,61442975.9,77.98
MPLADS-1210,Karnataka,RAJYA_SABHA,Sports Infrastructure,10155736.28,8943557.5,265,276,100.0,CTR-128,12,72,1.1512,0.1391,COASTAL,2024,12882649.99,119.39
MPLADS-1211,Odisha,RAJYA_SABHA,Roads,30118348.59,30149488.45,400,261,80.66,CTR-031,7,77,1.2365,0.7465,PLAIN,2025,45763069.0,61.08
MPLADS-1212,Assam,LOK_SABHA,Other Public Assets,17374539.35,14943452.27,129,161,100.0,CTR-195,15,0,1.058,0.6487,HILLY,2024,20944322.47,111.04
MPLADS-1213,Kerala,LOK_SABHA,Sports Infrastructure,27611945.27,23985570.88,410,438,100.0,CTR-033,1,84,1.2944,0.5909,COASTAL,2024,38339845.25,91.25
MPLADS-1214,Madhya Pradesh,RAJYA_SABHA,Community Halls,14940750.83,13947231.62,333,54,4.69,CTR-043,11,52,1.1507,0.0396,PLAIN,2024,17302430.38,84.11
MPLADS-1215,Gujarat,LOK_SABHA,Education,47408997.33,38199906.35,328,418,100.0,CTR-099,10,48,1.3266,0.1436,COASTAL,2023,62255573.0,68.22
MPLADS-1216,Madhya Pradesh,LOK_SABHA,Sports Infrastructure,24966126.31,22061457.66,281,262,94.52,CTR-003,10,55,1.2642,0.9746,PLAIN,2023,33591786.22,100.44
MPLADS-1217,Ladakh,LOK_SABHA,Roads,18472297.21,14792377.32,416,573,89.32,CTR-044,5,13,1.3263,0.4643,HILLY,2025,25836426.2,77.05
MPLADS-1218,Chhattisgarh,LOK_SABHA,Bridges,46333458.48,42005753.89,279,79,34.88,CTR-078,3,60,1.0353,0.2942,HILLY,2023,54414094.12,58.25
MPLADS-1219,Tripura,LOK_SABHA,Education,23571327.29,23492586.17,151,15,5.35,CTR-076,7,36,1.0939,0.9183,PLAIN,2025,30360279.31,83.6
MPLADS-1220,Tamil Nadu,RAJYA_SABHA,Education,33144355.62,29209591.57,100,23,40.91,CTR-163,6,24,1.2459,0.4571,COASTAL,2024,43483085.52,65.38
MPLADS-1221,Sikkim,RAJYA_SABHA,Healthcare,44034446.98,37111964.1,232,244,100.0,CTR-136,4,47,1.3067,0.517,HILLY,2025,62015094.6,78.11
MPLADS-1222,Kerala,LOK_SABHA,Roads,41288091.65,35768551.58,363,294,78.01,CTR-108,10,89,1.0755,0.5638,COASTAL,2023,46898538.64,78.85
MPLADS-1223,Chandigarh,LOK_SABHA,Community Halls,936504.41,883415.19,140,2,19.26,CTR-200,15,0,1.1328,0.0272,COASTAL,2025,1226916.52,48.61
MPLADS-1224,Uttarakhand,RAJYA_SABHA,Drinking Water,701322.19,623929.52,519,64,0.0,CTR-160,12,66,1.1107,0.9588,HILLY,2024,942808.27,129.99
MPLADS-1225,Andaman and Nicobar Islands,LOK_SABHA,Sanitation,36077240.57,35417586.67,445,20,10.54,CTR-065,6,48,1.1031,0.3961,COASTAL,2024,45567101.4,59.89
MPLADS-1226,Chandigarh,LOK_SABHA,Community Halls,25586245.93,24584371.65,308,367,97.43,CTR-055,7,49,1.0166,0.0097,PLAIN,2025,26590275.6,43.19
MPLADS-1227,Madhya Pradesh,LOK_SABHA,Community Halls,33951651.38,32576063.01,222,73,41.37,CTR-082,6,12,0.9795,0.6256,PLAIN,2025,33723186.03,52.61
MPLADS-1228,Tripura,LOK_SABHA,Bridges,42238940.22,41984462.18,491,209,45.65,CTR-120,1,45,1.2254,0.6829,HILLY,2024,69288355.8,57.01
MPLADS-1229,Karnataka,LOK_SABHA,Healthcare,18078456.98,18424678.67,277,271,100.0,CTR-070,7,71,1.0625,1.0,DESERT,2023,25098619.11,125.25
MPLADS-1230,Delhi,LOK_SABHA,Bridges,47299050.25,39876274.93,275,109,54.0,CTR-079,9,38,0.9966,0.8726,PLAIN,2023,44588060.49,70.58
MPLADS-1231,Tamil Nadu,LOK_SABHA,Bridges,13705590.18,12719916.9,287,2,0.0,CTR-008,11,51,1.0741,1.0,DESERT,2023,17613375.73,98.37
MPLADS-1232,Mizoram,RAJYA_SABHA,Electrification,38419996.79,33821382.28,487,395,61.46,CTR-034,8,47,1.0333,0.3495,HILLY,2024,44968783.54,109.47
MPLADS-1233,Madhya Pradesh,LOK_SABHA,Drinking Water,46582008.66,40874895.0,319,276,100.0,CTR-022,5,45,1.2744,0.5925,HILLY,2023,68150819.78,89.59
MPLADS-1234,Goa,LOK_SABHA,Other Public Assets,24318431.83,21208897.15,511,527,100.0,CTR-015,11,84,1.2556,1.0,HILLY,2023,35850360.74,161.74
MPLADS-1235,Punjab,LOK_SABHA,Education,49164197.17,39789696.81,312,276,78.12,CTR-118,2,42,0.9636,0.2938,PLAIN,2024,37871086.14,56.07
MPLADS-1236,Lakshadweep,LOK_SABHA,Sanitation,40792492.14,38145590.49,332,166,59.87,CTR-173,12,48,1.1998,0.7275,COASTAL,2025,57941197.67,131.67
MPLADS-1237,Karnataka,LOK_SABHA,Other Public Assets,1125166.24,1069941.21,130,120,78.64,CTR-008,11,19,1.1242,0.3037,PLAIN,2023,1419846.83,103.25
MPLADS-1238,Telangana,RAJYA_SABHA,Roads,27223729.32,23432329.5,374,439,70.23,CTR-049,10,54,1.0295,0.3472,PLAIN,2024,26525178.23,112.06
MPLADS-1239,Rajasthan,RAJYA_SABHA,Other Public Assets,16013512.9,13428805.64,319,15,6.91,CTR-033,1,22,1.2161,1.0,DESERT,2024,20867775.8,79.55
MPLADS-1240,Telangana,LOK_SABHA,Other Public Assets,8193272.28,8069087.62,506,630,85.47,CTR-138,0,50,0.9809,0.6316,HILLY,2024,10162656.84,97.42
MPLADS-1241,Gujarat,LOK_SABHA,Other Public Assets,26061573.33,21865057.83,168,12,28.4,CTR-165,6,49,1.0045,0.7611,COASTAL,2025,25720793.12,102.74
MPLADS-1242,Goa,LOK_SABHA,Healthcare,7777858.86,6640848.19,350,492,83.04,CTR-163,6,89,1.2113,0.277,COASTAL,2024,9788061.87,80.55
MPLADS-1243,Kerala,RAJYA_SABHA,Drinking Water,45676302.61,46937284.34,233,122,45.76,CTR-134,8,80,1.014,0.9504,COASTAL,2023,56620247.53,121.89
MPLADS-1244,Manipur,RAJYA_SABHA,Drinking Water,31923160.92,26249367.99,203,218,100.0,CTR-067,14,51,1.256,0.5825,HILLY,2024,45632298.52,95.61
MPLADS-1245,Chhattisgarh,LOK_SABHA,Drinking Water,11001665.58,11471246.49,169,130,68.87,CTR-071,12,16,1.1479,0.8242,DESERT,2024,16336938.1,119.91
MPLADS-1246,Jammu and Kashmir,LOK_SABHA,Drinking Water,31211643.8,28031613.28,97,81,84.77,CTR-025,12,0,1.0994,0.9309,HILLY,2024,39341391.97,112.5
MPLADS-1247,Sikkim,RAJYA_SABHA,Drinking Water,41842434.41,41111589.76,537,412,84.43,CTR-008,11,49,1.0913,0.3472,HILLY,2025,57992082.24,91.57
MPLADS-1248,Kerala,LOK_SABHA,Education,47965498.82,39788439.69,139,65,60.4,CTR-125,13,39,1.1848,0.3587,COASTAL,2025,58594536.4,108.8
MPLADS-1249,Sikkim,LOK_SABHA,Roads,857220.47,831368.95,437,535,100.0,CTR-168,2,49,1.3228,0.2004,HILLY,2023,1425185.46,79.64
MPLADS-1250,Sikkim,LOK_SABHA,Drinking Water,8474588.45,7440491.28,465,101,0.0,CTR-068,5,43,0.9598,0.3785,HILLY,2025,8393122.73,82.86
MPLADS-1251,Bihar,LOK_SABHA,Other Public Assets,5327176.17,5560556.68,165,141,95.25,CTR-140,6,0,1.2877,0.4076,PLAIN,2023,8308931.63,25.19
MPLADS-1252,Meghalaya,RAJYA_SABHA,Drinking Water,16990190.85,14419209.72,327,153,46.84,CTR-038,13,89,1.1612,0.7561,HILLY,2025,22890558.6,137.56
MPLADS-1253,Andhra Pradesh,LOK_SABHA,Education,13555962.32,12147718.1,433,349,87.36,CTR-135,12,66,1.0248,0.0727,PLAIN,2025,13466068.98,85.63
MPLADS-1254,Andhra Pradesh,LOK_SABHA,Education,28302309.59,27789942.72,231,244,100.0,CTR-125,13,45,1.087,0.3972,PLAIN,2024,34746901.48,57.57
MPLADS-1255,Gujarat,LOK_SABHA,Education,9609682.86,9492463.6,341,336,100.0,CTR-165,6,47,1.1698,1.0,DESERT,2024,14217987.34,99.3
MPLADS-1256,West Bengal,LOK_SABHA,Drinking Water,33247044.9,33915409.16,378,394,88.22,CTR-047,7,68,1.1139,0.7455,PLAIN,2023,42954752.13,109.45
MPLADS-1257,Maharashtra,RAJYA_SABHA,Sports Infrastructure,48976528.76,47660443.32,366,130,34.73,CTR-081,15,73,1.1165,0.9994,DESERT,2024,70397609.25,135.96
MPLADS-1258,Goa,RAJYA_SABHA,Bridges,2352811.35,2196240.04,360,282,60.62,CTR-084,13,86,1.0946,0.5041,COASTAL,2024,2983466.59,138.09
MPLADS-1259,Manipur,LOK_SABHA,Bridges,38442762.47,32133735.47,367,428,89.18,CTR-196,1,52,1.2878,0.7181,HILLY,2024,55440358.29,88.65
MPLADS-1260,Goa,RAJYA_SABHA,Other Public Assets,14974099.21,12101983.37,246,216,79.52,CTR-072,3,90,1.342,0.4621,COASTAL,2024,20760846.56,68.7
MPLADS-1261,Kerala,RAJYA_SABHA,Bridges,5016774.39,4958678.7,244,91,35.32,CTR-144,6,59,1.2877,0.9779,COASTAL,2025,7831222.53,91.61
MPLADS-1262,Kerala,LOK_SABHA,Community Halls,41503136.12,40296109.15,309,299,90.88,CTR-029,8,94,1.1028,0.7936,COASTAL,2024,57391490.09,89.68
MPLADS-1263,Karnataka,LOK_SABHA,Bridges,6522522.0,5957427.59,361,152,38.89,CTR-167,5,73,1.046,0.6151,PLAIN,2023,6811770.1,87.52
MPLADS-1264,Delhi,LOK_SABHA,Other Public Assets,13281318.63,13276578.36,460,155,19.78,CTR-013,11,41,1.0366,0.0758,PLAIN,2024,14652832.28,92.49
MPLADS-1265,Punjab,LOK_SABHA,Bridges,36830460.37,35235624.43,401,542,100.0,CTR-155,6,47,0.9784,0.9094,PLAIN,2025,37998071.11,56.06
MPLADS-1266,Assam,RAJYA_SABHA,Sports Infrastructure,13714857.57,13877535.87,494,372,83.65,CTR-167,5,85,1.1328,0.1904,COASTAL,2024,18743597.03,81.57
MPLADS-1267,Meghalaya,RAJYA_SABHA,Sports Infrastructure,3511990.91,3447206.15,257,347,78.77,CTR-006,13,70,1.2167,0.8758,HILLY,2023,5745644.08,152.19
MPLADS-1268,Haryana,LOK_SABHA,Electrification,15591471.67,15614867.83,537,781,100.0,CTR-017,8,41,0.9564,0.5018,COASTAL,2024,17065259.58,54.55
MPLADS-1269,Goa,LOK_SABHA,Drinking Water,44500527.38,40188896.35,345,308,70.36,CTR-051,12,83,1.3489,0.1022,COASTAL,2024,65533894.04,150.42
MPLADS-1270,Haryana,LOK_SABHA,Electrification,6150113.53,6181732.07,337,466,82.06,CTR-032,3,42,1.3163,0.0984,PLAIN,2024,9436623.52,33.18
MPLADS-1271,Manipur,LOK_SABHA,Community Halls,47620663.57,47301484.68,172,137,83.1,CTR-198,1,21,1.172,0.463,HILLY,2023,71445920.43,53.92
MPLADS-1272,Arunachal Pradesh,RAJYA_SABHA,Roads,33247127.75,27452255.91,257,49,6.25,CTR-101,13,50,1.2808,0.5491,HILLY,2023,47383097.47,113.26
MPLADS-1273,Madhya Pradesh,LOK_SABHA,Healthcare,22580901.44,23023957.24,341,395,100.0,CTR-123,10,55,0.992,0.2945,PLAIN,2023,25305583.0,79.7
MPLADS-1274,Himachal Pradesh,LOK_SABHA,Drinking Water,13008405.52,11075626.0,221,176,61.79,CTR-070,7,49,1.3123,0.9923,DESERT,2024,18507838.99,112.21
MPLADS-1275,Sikkim,LOK_SABHA,Other Public Assets,31905050.14,29031401.64,222,293,100.0,CTR-003,10,35,1.0268,0.442,HILLY,2025,36549083.75,103.17
MPLADS-1276,Sikkim,LOK_SABHA,Education,16325546.26,16485831.97,339,489,100.0,CTR-130,10,47,1.2258,0.3656,HILLY,2025,26632156.96,85.82
MPLADS-1277,Lakshadweep,LOK_SABHA,Education,35792742.12,34269992.52,426,239,60.43,CTR-191,10,47,1.058,0.8324,COASTAL,2024,44964086.54,68.44
MPLADS-1278,Mizoram,LOK_SABHA,Drinking Water,4498320.34,4168609.42,221,11,0.51,CTR-161,15,50,1.1565,0.538,HILLY,2025,6635729.8,126.74
MPLADS-1279,Karnataka,RAJYA_SABHA,Electrification,41740870.69,37209725.35,378,160,65.73,CTR-137,9,71,1.0489,0.9309,PLAIN,2024,45642838.4,86.59
MPLADS-1280,Jharkhand,RAJYA_SABHA,Electrification,30184790.25,30527719.71,264,109,62.14,CTR-145,15,62,1.0427,0.8768,PLAIN,2025,37606928.97,109.95
MPLADS-1281,Uttarakhand,RAJYA_SABHA,Other Public Assets,39920065.07,34682027.18,235,261,100.0,CTR-150,0,15,1.3238,0.4074,PLAIN,2024,53550962.36,10.89
MPLADS-1282,Delhi,RAJYA_SABHA,Sanitation,22939935.57,19837910.45,119,58,64.35,CTR-096,4,28,1.0002,0.4609,COASTAL,2025,22441577.67,53.78
